CE ID,Contracting Entity,Type of Organization,Program Type (SFSP or SSFO),Type of SFSP,TDA Region,ESC Region,County, Sites Claiming , Breakfast Days Claimed , Severe Need Breakfast Days Claimed , AM Snack Days Claimed , Lunch Days Claimed , PM Snack Days Claimed , Supper Days Claimed , Breakfast Meals , Severe Need Breakfast Meals , AM Snack Meals , Lunch Meals , LUNCH ADP , PM Snack Meals , Supper Meals , TOTAL MEALS , Breakfast Reimbursement , Severe Need Breakfast Reimbursement , AM Snack Reimbursement , Lunch Reimbursement , PM Snack Reimbursement , Supper Reimbursement , Admin Reimbursement , Total Reimbursement 
3966,YSLETA DEL SUR PUEBLO,Indian Tribe,SFSP,Nonresidential Summer Camp,1,19,El Paso ,3, -   , -   ,46,47,45, -   , -   , -   ,"2,080","2,416",51,"1,807", -   ,"6,303", -   , -   ,"1,602","7,973","1,391", -   ,"1,203","12,169"
3974,P.L.A.Y.S. (Positive Leadership Advances Youth Self Development),Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,4,55, -   , -   ,55, -   , -   ,"1,819", -   , -   ,"1,358",25, -   , -   ,"3,177","3,438", -   , -   ,"4,481", -   , -   ,659,"8,578"
3994,"The Ora Porters' Gift, Inc.",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,78,55, -   , -   ,55,55, -   ,"20,771", -   , -   ,"97,701","1,776","62,640", -   ,"181,112","39,257", -   , -   ,"322,413","48,233", -   ,"43,552","453,456"
4057,"Mt Sinai Church of God in Christ, Inc.",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,13,49, -   , -   ,49, -   , -   ,"8,501", -   , -   ,"11,977",244, -   , -   ,"20,478","16,067", -   , -   ,"39,524", -   , -   ,"5,726","61,317"
4080,Village Hands and Hearts Inc.,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,23,47, -   ,30,55,30,7,"3,536", -   ,"5,330","17,717",322,"7,766",240,"34,589","6,683", -   ,"4,104","58,466","5,980",792,"8,102","84,127"
4119,JEWEL Foundation,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,2,5, -   , -   ,5, -   ,49,209, -   , -   ,346,69, -   ,"3,036","3,591",395, -   , -   ,"1,142", -   ,"10,019","1,206","12,762"
4168,"Destiny Empowerment Enterprises, Inc.",Private Non Profit Organization,SFSP,Private Nonprofit,2,11,Tarrant ,10,50, -   , -   ,50,50, -   ,"2,379", -   , -   ,"6,570",131,"4,010", -   ,"12,959","4,496", -   , -   ,"21,681","3,088", -   ,"3,094","32,359"
4284,AMACHI VISION CORPS INC.,Private Non Profit Organization,SFSP,Private Nonprofit,2,11,Tarrant ,11,50, -   , -   ,50, -   ,40,"2,735", -   , -   ,"3,514",70, -   ,"9,900","16,149","5,169", -   , -   ,"11,596", -   ,"32,670","5,141","54,576"
4323,Kids Cove Community Outreach,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,33,58, -   , -   ,58, -   , -   ,"29,805", -   , -   ,"37,675",650, -   , -   ,"67,480","56,331", -   , -   ,"124,328", -   , -   ,"18,586","199,245"
4325,"JNJ OUTREACH, INC.",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,72,61, -   , -   ,61,41,40,"74,857", -   , -   ,"88,864","1,457","15,447","7,623","186,791","141,480", -   , -   ,"293,251","11,894","25,156","48,791","520,572"
4338,CNL COMMUNITY OUTREACH,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Collin ,43, -   , -   , -   ,45,45, -   , -   , -   , -   ,"44,926",998,"27,782", -   ,"72,708", -   , -   , -   ,"148,256","21,392", -   ,"18,139","187,787"
4339,"NEHEMIAH FAMILY LIFE CENTER, INC.",Private Non Profit Organization,SFSP,Private Nonprofit,3,5,Jasper ,2,48, -   , -   ,48, -   , -   ,"5,753", -   , -   ,"8,253",172, -   , -   ,"14,006","10,873", -   , -   ,"27,235", -   , -   ,"3,926","42,034"
4343,GIRLS DAY OUT COMMUNITY OUTREACH,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,28,50, -   ,5,50, -   ,50,"28,040", -   ,275,"37,884",758, -   ,"4,488","70,687","52,996", -   ,212,"125,017", -   ,"14,810","19,902","212,937"
4355,KIDZ ARE OUR FUTURE,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,57,55, -   , -   ,55,55,46,"18,131", -   , -   ,"73,232","1,331","58,695","5,743","155,801","34,268", -   , -   ,"241,666","45,195","18,952","36,222","376,302"
4363,JAE'S HELPING HANDS,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,73,50, -   , -   ,50, -   , -   ,"70,307", -   , -   ,"74,668","1,493", -   , -   ,"144,975","132,880", -   , -   ,"246,404", -   , -   ,"31,837","411,122"
4405,"NUTRITION TRANSITIONS, INC.",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,30,55, -   , -   ,55, -   ,30,"21,805", -   , -   ,"34,374",625, -   ,"12,650","68,829","41,211", -   , -   ,"113,434", -   ,"41,745","20,312","216,702"
4413,SEED PLANTERS of TOMORROW,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,5, -   , -   , -   , -   , -   ,35, -   , -   , -   , -   , - , -   ,"3,407","3,407", -   , -   , -   , -   , -   ,"11,243","1,175","12,419"
4430,NEW FOUND FAITH OUTREACH MINISTRY,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,24,55, -   , -   ,55,33,50,"12,735", -   , -   ,"23,592",429,"16,420","23,592","76,339","24,069", -   , -   ,"77,854","12,643","77,854","20,226","212,646"
4452,THE DREAMS SHELTER INC.,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,15,52, -   , -   ,52, -   , -   ,"13,176", -   , -   ,"14,073",271, -   , -   ,"27,249","24,903", -   , -   ,"46,441", -   , -   ,"7,326","78,669"
4480,"HEALING SOULS, INC",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Tarrant ,33,82, -   , -   ,82,49,49,"40,268", -   , -   ,"56,705",692,"1,194","1,473","99,640","76,107", -   , -   ,"187,127",919,"4,861","27,735","296,748"
4487,K & G Relief Mission Inc,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,29,35, -   , -   ,35, -   , -   ,"33,137", -   , -   ,"37,321","1,066", -   , -   ,"70,458","62,629", -   , -   ,"123,159", -   , -   ,"19,089","204,877"
4494,SWJ CARES FOUNDATION,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,35,63, -   , -   ,63, -   , -   ,"41,683", -   , -   ,"43,728",694, -   , -   ,"85,411","78,781", -   , -   ,"144,302", -   , -   ,"22,902","245,985"
4503,CEDAR OAKS RETIREMENT CENTER INC,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,9,28, -   ,8,28, -   , -   ,"9,920", -   ,"2,144","12,090",432, -   , -   ,"24,154","18,749", -   ,"1,651","39,897", -   , -   ,"6,235","66,531"
4509,"ST MARY'S UNIVERSITY of SAN ANTONIO, TEXAS",Private Non Profit Organization,SFSP,National Youth Sports Program,4,20,Bexar ,1,16, -   , -   ,16, -   , -   ,"2,490", -   , -   ,"2,540",159, -   , -   ,"5,030","4,706", -   , -   ,"8,382", -   , -   ,"1,343","14,431"
4528,KIDS ARE LOVED,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,5,58, -   , -   ,58, -   , -   ,"4,574", -   , -   ,"6,175",106, -   , -   ,"10,749","8,645", -   , -   ,"20,378", -   , -   ,"2,988","32,010"
4574,NEIGHBORHOOD PROJECT MINISTRY,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,20,54, -   , -   ,54,48,5,"11,453", -   , -   ,"20,166",373,"7,441",790,"39,850","21,646", -   , -   ,"66,548","5,730","2,607","10,084","106,615"
4612,SIRG,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,13,55, -   , -   ,48,11,51,"8,000", -   , -   ,"12,025",251,978,"7,660","28,663","15,120", -   , -   ,"39,683",753,"25,278","8,384","89,218"
4629,CHOICES LEADERSHIP INC.,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,3,49, -   , -   ,49, -   , -   ,"11,099", -   , -   ,"11,984",245, -   , -   ,"23,083","20,977", -   , -   ,"39,547", -   , -   ,"6,216","66,740"
4642,BETTER KIDS AND COMPANY MINISTRY,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,31,55, -   , -   ,55, -   , -   ,"16,826", -   , -   ,"22,143",403, -   , -   ,"38,969","31,801", -   , -   ,"73,072", -   , -   ,"10,794","115,667"
4660,NORA'S WOMEN OF PURPOSE,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,18,55, -   , -   ,55,8,8,"22,539", -   , -   ,"23,148",421,165,165,"46,017","42,599", -   , -   ,"76,388",127,545,"12,285","131,943"
4683,KREATIVE KIDS CONSULTING,Private Non Profit Organization,SFSP,Private Nonprofit,3,4,Harris ,1, -   , -   , -   , -   ,7, -   , -   , -   , -   , -   , - ,67, -   ,67, -   , -   , -   , -   ,52, -   ,6,58
4742,"Be A Champion, Inc",Private Non Profit Organization,SFSP,Private Nonprofit,3,4,Harris ,131,55, -   ,35,62,54,46,"61,452", -   ,415,"89,819","1,449","12,432","7,560","171,678","116,144", -   ,320,"296,403","9,573","24,948","38,024","485,411"
4764,OPPORTUNITIES KNOCKING AT THE DOOR,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,9,54, -   , -   ,54, -   , -   ,"8,188", -   , -   ,"8,659",160, -   , -   ,"16,847","15,475", -   , -   ,"28,575", -   , -   ,"4,523","48,573"
4771,BELIEVING IN OUR FUTURE INC,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,5,39, -   , -   ,39, -   , -   ,"3,226", -   , -   ,"4,102",105, -   , -   ,"7,328","6,097", -   , -   ,"13,537", -   , -   ,"2,020","21,654"
4777,SOLOMON'S PORCH CHURCH INC.,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,10,50, -   , -   ,50, -   , -   ,"4,057", -   , -   ,"5,006",100, -   , -   ,"9,063","7,668", -   , -   ,"16,520", -   , -   ,"2,488","26,675"
4787,"CIRCLE OF SUPPORT, INC",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,2,37, -   , -   ,36, -   , -   ,"7,592", -   , -   ,"11,461",318, -   , -   ,"19,053","14,349", -   , -   ,"37,821", -   , -   ,"5,378","57,548"
4789,THE COMMUNITY OUTREACH CONNECTION,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,12,20, -   , -   ,55,55, -   ,362, -   , -   ,"9,517",173,"7,069", -   ,"16,948",684, -   , -   ,"31,406","5,443", -   ,"4,023","41,556"
4805,"FUELING OUR FUTURE, INC",Private Non Profit Organization,SFSP,Private Nonprofit,2,11,Tarrant ,30,45, -   , -   ,63,63, -   ,"1,440", -   , -   ,"24,870",395,"21,840", -   ,"48,150","2,722", -   , -   ,"82,071","16,817", -   ,"10,925","112,534"
4814,ONE OF A KIND COMMUNITY CENTER,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,6,50, -   , -   ,52,52, -   ,"4,395", -   , -   ,"10,996",211,"5,703", -   ,"21,094","8,307", -   , -   ,"36,287","4,391", -   ,"5,159","54,144"
4826,"Trend Next-what's Now, What's New, What Next ",Private Non Profit Organization,SFSP,Nonresidential Summer Camp,2,10,Dallas ,27,63, -   , -   ,63, -   , -   ,"51,197", -   , -   ,"54,286",862, -   , -   ,"105,483","96,762", -   , -   ,"179,144", -   , -   ,"28,328","304,234"
4836,HOPE AS KIDS COMMUNITY OUTREACH LLC,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,3,21, -   , -   ,22, -   , -   ,"1,441", -   , -   ,"1,577",72, -   , -   ,"3,018","2,723", -   , -   ,"5,204", -   , -   ,666,"8,594"
4840,EMBRACING OUTREACH,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,5,55, -   , -   ,55, -   , -   ,"1,911", -   , -   ,"2,542",46, -   , -   ,"4,453","3,612", -   , -   ,"8,389", -   , -   ,"1,235","13,236"
4844,"BOYS AND GIRLS CLUB OF WHARTON, INC.",Private Non Profit Organization,SFSP,Private Nonprofit,3,3,Wharton ,13,39, -   , -   ,53,48, -   ,"20,172", -   , -   ,"39,555",746,"9,666", -   ,"69,393","38,125", -   , -   ,"130,532","7,443", -   ,"18,347","194,446"
4873,"CUSTER ROAD UNITED METHODIST CHURCH, INC",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Collin ,4, -   , -   , -   ,43, -   , -   , -   , -   , -   ,"5,495",128, -   , -   ,"5,495", -   , -   , -   ,"18,134", -   , -   ,"1,580","19,713"
4880,I MATTER IN TEXAS INC,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,6,38, -   , -   ,38, -   , -   ,"3,887", -   , -   ,"4,559",120, -   , -   ,"8,446","7,346", -   , -   ,"15,045", -   , -   ,"2,302","24,693"
5143,SOMEONE WHO CARES MINISTRIES,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,7,67, -   , -   ,67, -   , -   ,"14,866", -   , -   ,"16,757",250, -   , -   ,"31,623","28,097", -   , -   ,"55,298", -   , -   ,"8,569","91,963"
5165,EQUAL HEART,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,293,57, -   , -   ,57,55, -   ,"149,124", -   , -   ,"251,538","4,413","40,325", -   ,"440,987","281,844", -   , -   ,"830,075","31,050", -   ,"97,337","1,240,307"
5194,MARKEIBAR SERVICES,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,9,42, -   , -   ,42, -   , -   ,"5,046", -   , -   ,"6,709",160, -   , -   ,"11,755","9,537", -   , -   ,"22,140", -   , -   ,"3,261","34,937"
5196,RAISING ROSE,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,17,38, -   , -   ,55,55, -   ,"36,827", -   , -   ,"50,510",918,"12,179", -   ,"99,516","69,603", -   , -   ,"166,683","9,378", -   ,"25,488","271,152"
5214,RL BLIEVRS,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,3,25, -   , -   ,25, -   ,31,955, -   , -   ,"1,152",46, -   ,"2,804","4,911","1,805", -   , -   ,"3,802", -   ,"9,253","1,544","16,404"
5226,NEW CREATION CHRISTIAN CENTER,Private Non Profit Organization,SFSP,Private Nonprofit,2,11,Tarrant ,7,46, -   , -   ,46, -   , -   ,"5,716", -   , -   ,"8,023",174, -   , -   ,"13,739","10,803", -   , -   ,"26,476", -   , -   ,"3,150","40,429"
5234,"UNITED WAY OF HUNT COUNTY, INC.",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Hunt ,15, -   , -   , -   ,54, -   , -   , -   , -   , -   ,"3,610",67, -   , -   ,"3,610", -   , -   , -   ,"11,913", -   , -   ,"1,245","13,158"
5241,"THE FIRST PRESBYTERIAN CHURCH OF COLORADO CITY, TEXAS ",Private Non Profit Organization,SFSP,Private Nonprofit,1,14,Mitchell ,1,18, -   , -   ,18, -   , -   ,223, -   , -   ,494,27, -   , -   ,717,421, -   , -   ,"1,630", -   , -   ,212,"2,264"
5243,"Kids Bring Life, Inc.",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,9,55, -   , -   ,55, -   , -   ,"30,424", -   , -   ,"30,588",556, -   , -   ,"61,012","57,501", -   , -   ,"100,940", -   , -   ,"16,257","174,699"
5259,K12 ENRICHMENT ACADEMY,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,5, -   , -   , -   ,45,45, -   , -   , -   , -   ,"7,988",178,"7,864", -   ,"15,852", -   , -   , -   ,"26,360","6,055", -   ,"3,503","35,919"
5301,DYNAMIC LOVE FOR CHILDREN & YOUTH,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,5,55, -   , -   ,55, -   , -   ,"6,715", -   , -   ,"7,742",141, -   , -   ,"14,457","12,691", -   , -   ,"25,549", -   , -   ,"3,930","42,170"
5308,TIME TO LOVE MINISTRY,Private Non Profit Organization,SFSP,Private Nonprofit,2,11,Tarrant ,3,46, -   , -   ,46, -   , -   ,"1,264", -   , -   ,"1,775",39, -   , -   ,"3,039","2,389", -   , -   ,"5,858", -   , -   ,849,"9,096"
5322,"Road to Damascus Resource Center & Transition Home, INC",Private Non Profit Organization,SFSP,Private Nonprofit,2,12,Mclennan ,9, -   , -   , -   ,48, -   , -   , -   , -   , -   ,"9,458",197, -   , -   ,"9,458", -   , -   , -   ,"31,211", -   , -   ,"3,263","34,474"
5354,FJV FOUNDATION,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,30,48, -   , -   ,50,50,35,"19,830", -   , -   ,"33,045",661,"10,920","15,939","79,734","37,479", -   , -   ,"109,049","8,408","52,599","21,655","229,189"
3,FRANKSTON ISD,Educational Institution,SSFO,,2,7,Anderson ,1, -   ,15, -   ,15, -   , -   , -   ,70, -   ,"1,218",81, -   , -   ,"1,288", -   ,135, -   ,"3,727", -   , -   , -   ,"3,862"
6,WESTWOOD ISD,Educational Institution,SSFO,,2,7,Anderson ,17, -   ,29, -   ,29, -   , -   , -   ,"1,134", -   ,"3,140",108, -   , -   ,"4,274", -   ,"2,228", -   ,"9,749", -   , -   , -   ,"11,977"
8,ANDREWS ISD,Educational Institution,SSFO,,1,18,Andrews ,1, -   ,22, -   ,22, -   , -   , -   ,855, -   ,866,39, -   , -   ,"1,721", -   ,"1,650", -   ,"2,633", -   , -   , -   ,"4,283"
13,DIBOLL ISD,Educational Institution,SSFO,,3,7,Angelina ,2, -   ,40, -   ,40, -   , -   , -   ,"4,233", -   ,"5,346",134, -   , -   ,"9,579", -   ,"8,302", -   ,"16,605", -   , -   , -   ,"24,907"
16,ARANSAS COUNTY ISD,Educational Institution,SSFO,,5,2,Aransas ,4, -   ,22, -   ,21, -   , -   , -   ,"3,986", -   ,"5,437",259, -   , -   ,"9,423", -   ,"7,715", -   ,"16,676", -   , -   , -   ,"24,390"
23,LYTLE ISD,Educational Institution,SSFO,,4,20,Atascosa ,2, -   ,21, -   ,21, -   , -   , -   ,943, -   ,"1,867",89, -   , -   ,"2,810", -   ,"1,821", -   ,"5,726", -   , -   , -   ,"7,547"
27,SEALY ISD,Educational Institution,SSFO,,3,6,Austin ,5, -   ,15, -   ,18, -   , -   , -   ,"1,094", -   ,"2,471",137, -   , -   ,"3,565", -   ,"2,118", -   ,"7,608", -   , -   , -   ,"9,726"
28,BRAZOS ISD,Educational Institution,SSFO,,3,6,Austin ,4,17,17, -   ,17, -   , -   ,495,"1,384", -   ,"2,551",150, -   , -   ,"4,430",805,"2,682", -   ,"7,839", -   , -   , -   ,"11,326"
31,BANDERA ISD,Educational Institution,SSFO,,4,20,Bandera ,5, -   ,38, -   ,38, -   , -   , -   ,"2,270", -   ,"4,268",112, -   , -   ,"6,538", -   ,"4,458", -   ,"13,291", -   , -   , -   ,"17,749"
32,BASTROP ISD,Educational Institution,SSFO,,4,13,Bastrop ,10, -   ,49, -   ,49, -   , -   , -   ,"10,323", -   ,"20,333",415, -   , -   ,"30,656", -   ,"20,145", -   ,"62,815", -   , -   , -   ,"82,960"
36,SEYMOUR ISD,Educational Institution,SSFO,,2,9,Baylor ,1, -   ,18, -   ,18, -   , -   , -   ,631, -   ,740,41, -   , -   ,"1,371", -   ,"1,218", -   ,"2,264", -   , -   , -   ,"3,482"
38,BEEVILLE ISD,Educational Institution,SSFO,,5,2,Bee ,2, -   ,19, -   ,19, -   , -   , -   ,984, -   ,"3,355",177, -   , -   ,"4,339", -   ,"1,906", -   ,"10,302", -   , -   , -   ,"12,209"
39,PAWNEE ISD,Educational Institution,SSFO,,5,2,Bee ,1, -   ,16, -   ,16, -   , -   , -   ,595, -   ,878,55, -   , -   ,"1,473", -   ,"1,148", -   ,"2,687", -   , -   , -   ,"3,835"
40,PETTUS ISD,Educational Institution,SSFO,,5,2,Bee ,2, -   ,17, -   ,17, -   , -   , -   ,513, -   ,721,42, -   , -   ,"1,234", -   ,990, -   ,"2,206", -   , -   , -   ,"3,197"
41,SKIDMORE-TYNAN ISD,Educational Institution,SSFO,,5,2,Bee ,3, -   , -   , -   ,12, -   , -   , -   , -   , -   ,725,60, -   , -   ,725, -   , -   , -   ,"2,219", -   , -   , -   ,"2,219"
44,BARTLETT ISD,Educational Institution,SSFO,,2,12,Bell ,2, -   ,20, -   ,20, -   , -   , -   ,"1,173", -   ,"1,816",91, -   , -   ,"2,989", -   ,"2,265", -   ,"5,559", -   , -   , -   ,"7,825"
45,BELTON ISD,Educational Institution,SSFO,,2,12,Bell ,5, -   ,25, -   ,49, -   , -   , -   ,"3,392", -   ,"3,674",75, -   , -   ,"7,066", -   ,"6,616", -   ,"11,398", -   , -   , -   ,"18,014"
51,TROY ISD,Educational Institution,SSFO,,2,12,Bell ,2, -   ,18, -   , -   , -   , -   , -   ,663, -   , -   , - , -   , -   ,663, -   ,"1,281", -   , -   , -   , -   , -   ,"1,281"
53,"GEORGE GERVIN YOUTH CENTER, INC.",Educational Institution,SSFO,,4,20,Bexar ,3, -   , -   , -   ,43, -   , -   , -   , -   , -   ,"2,566",60, -   , -   ,"2,566", -   , -   , -   ,"7,996", -   , -   , -   ,"7,996"
56,SCHOOL OF EXCELLENCE ED,Educational Institution,SSFO,,4,20,Bexar ,3, -   ,16, -   ,16, -   , -   , -   ,546, -   ,811,51, -   , -   ,"1,357", -   ,"1,055", -   ,"2,484", -   , -   , -   ,"3,539"
59,ACADEMY OF AMERICA DBA BEXAR COUNTY ACADEMY,Educational Institution,SSFO,,4,20,Bexar ,2, -   ,25, -   ,25, -   , -   , -   ,"1,474", -   ,"1,549",62, -   , -   ,"3,023", -   ,"2,882", -   ,"4,796", -   , -   , -   ,"7,678"
67,JUBILEE ACADEMIC CENTER,Educational Institution,SSFO,,4,20,Bexar ,7,5,44, -   ,49, -   , -   ,275,"7,726", -   ,"11,927",243, -   , -   ,"19,928",457,"15,005", -   ,"36,664", -   , -   , -   ,"52,126"
79,HARLANDALE ISD,Educational Institution,SSFO,,4,20,Bexar ,25, -   ,25, -   ,25, -   , -   , -   ,"21,965", -   ,"24,698",988, -   , -   ,"46,663", -   ,"42,677", -   ,"75,991", -   , -   , -   ,"118,668"
80,EDGEWOOD ISD-SAN ANTONIO,Educational Institution,SSFO,,4,20,Bexar ,9,40,16, -   ,40, -   , -   ,"4,710","4,507", -   ,"13,596",340, -   , -   ,"22,813","7,757","8,717", -   ,"42,039", -   , -   , -   ,"58,512"
82,SAN ANTONIO ISD,Educational Institution,SSFO,,4,20,Bexar ,94, -   ,44, -   ,45, -   , -   , -   ,"55,029", -   ,"77,184","1,715", -   , -   ,"132,213", -   ,"107,372", -   ,"238,869", -   , -   , -   ,"346,241"
83,SOUTH SAN ANTONIO ISD,Educational Institution,SSFO,,4,20,Bexar ,8, -   ,38, -   ,38, -   , -   , -   ,"9,544", -   ,"12,166",320, -   , -   ,"21,710", -   ,"18,489", -   ,"37,359", -   , -   , -   ,"55,848"
84,SOMERSET ISD,Educational Institution,SSFO,,4,20,Bexar ,4, -   ,23, -   ,23, -   , -   , -   ,"3,437", -   ,"4,434",193, -   , -   ,"7,871", -   ,"6,661", -   ,"13,616", -   , -   , -   ,"20,277"
86,EAST CENTRAL ISD,Educational Institution,SSFO,,4,20,Bexar ,4, -   ,32, -   ,32, -   , -   , -   ,"6,165", -   ,"8,476",265, -   , -   ,"14,641", -   ,"12,025", -   ,"26,147", -   , -   , -   ,"38,171"
90,NORTHSIDE ISD-SAN ANTONIO,Educational Institution,SSFO,,4,20,Bexar ,33, -   ,44, -   ,44, -   , -   , -   ,"34,286", -   ,"46,914","1,066", -   , -   ,"81,200", -   ,"66,551", -   ,"144,255", -   , -   , -   ,"210,806"
92,SOUTHSIDE ISD,Educational Institution,SSFO,,4,20,Bexar ,4, -   ,40, -   ,40, -   , -   , -   ,"8,235", -   ,"12,822",321, -   , -   ,"21,057", -   ,"15,957", -   ,"39,400", -   , -   , -   ,"55,357"
94,BLANCO ISD,Educational Institution,SSFO,,4,13,Blanco ,1, -   ,12, -   ,12, -   , -   , -   ,657, -   ,593,49, -   , -   ,"1,250", -   ,"1,268", -   ,"1,815", -   , -   , -   ,"3,083"
97,MERIDIAN ISD,Educational Institution,SSFO,,2,12,Bosque ,2, -   ,29, -   ,29, -   , -   , -   ,623, -   ,"2,134",74, -   , -   ,"2,757", -   ,"1,208", -   ,"6,587", -   , -   , -   ,"7,795"
99,VALLEY MILLS ISD,Educational Institution,SSFO,,2,12,Bosque ,2, -   ,19, -   ,19, -   , -   , -   ,347, -   ,773,41, -   , -   ,"1,120", -   ,672, -   ,"2,373", -   , -   , -   ,"3,045"
104,HOOKS ISD,Educational Institution,SSFO,,2,8,Bowie ,4, -   ,24, -   ,24, -   , -   , -   ,"1,130", -   ,"1,139",47, -   , -   ,"2,269", -   ,"2,201", -   ,"3,516", -   , -   , -   ,"5,717"
106,TEXARKANA ISD,Educational Institution,SSFO,,2,8,Bowie ,22,45,45, -   ,45, -   , -   ,"1,164","13,259", -   ,"21,378",475, -   , -   ,"35,801","1,917","25,807", -   ,"66,135", -   , -   , -   ,"93,858"
107,LIBERTY-EYLAU ISD,Educational Institution,SSFO,,2,8,Bowie ,7, -   ,40, -   ,40, -   , -   , -   ,"1,180", -   ,"1,847",46, -   , -   ,"3,027", -   ,"2,294", -   ,"5,683", -   , -   , -   ,"7,976"
113,ANGLETON ISD,Educational Institution,SSFO,,3,4,Brazoria ,2, -   ,21, -   ,21, -   , -   , -   ,"3,631", -   ,"4,970",237, -   , -   ,"8,601", -   ,"7,028", -   ,"15,239", -   , -   , -   ,"22,266"
115,BRAZOSPORT ISD,Educational Institution,SSFO,,3,4,Brazoria ,19, -   ,44, -   ,48, -   , -   , -   ,"13,796", -   ,"17,181",358, -   , -   ,"30,977", -   ,"27,003", -   ,"53,263", -   , -   , -   ,"80,266"
117,COLUMBIA-BRAZORIA ISD,Educational Institution,SSFO,,3,4,Brazoria ,2, -   ,27, -   ,27, -   , -   , -   ,"1,602", -   ,"2,552",95, -   , -   ,"4,154", -   ,"3,104", -   ,"7,837", -   , -   , -   ,"10,941"
119,DAMON ISD,Educational Institution,SSFO,,3,4,Brazoria ,2, -   , -   , -   ,14, -   , -   , -   , -   , -   ,516,37, -   , -   ,516, -   , -   , -   ,"1,585", -   , -   , -   ,"1,585"
122,COLLEGE STATION ISD,Educational Institution,SSFO,,3,6,Brazos ,5, -   ,20, -   ,44, -   , -   , -   ,"2,736", -   ,"11,115",253, -   , -   ,"13,851", -   ,"5,280", -   ,"34,137", -   , -   , -   ,"39,417"
129,BROOKS ISD,Educational Institution,SSFO,,5,2,Brooks ,2, -   ,18, -   ,18, -   , -   , -   ,"1,596", -   ,"3,403",189, -   , -   ,"4,999", -   ,"3,081", -   ,"10,431", -   , -   , -   ,"13,512"
130,BANGS ISD,Educational Institution,SSFO,,1,15,Brown ,1, -   , -   , -   ,17, -   , -   , -   , -   , -   ,"1,008",59, -   , -   ,"1,008", -   , -   , -   ,"3,084", -   , -   , -   ,"3,084"
137,CALDWELL ISD,Educational Institution,SSFO,,3,6,Burleson ,1, -   ,22, -   ,22, -   , -   , -   ,"1,143", -   ,"1,373",62, -   , -   ,"2,516", -   ,"2,206", -   ,"4,201", -   , -   , -   ,"6,407"
139,SNOOK ISD,Educational Institution,SSFO,,3,6,Burleson ,1, -   ,18, -   ,18, -   , -   , -   ,635, -   ,990,55, -   , -   ,"1,625", -   ,"1,226", -   ,"3,029", -   , -   , -   ,"4,255"
